area,com_type,company,education,exp_title,link,salary,title,update_time
Beijing,School,LCAIS,Bachelor,Experience: Entry Level,http://www.jobleadchina.com/job/2231,16K/MTH - 25K/MTH,Beijing International Kindergarten / Preschool Eng,"Post time: July 05, 2018"
Beijing,School,LCAIS,Bachelor,Experience: Entry Level,http://www.jobleadchina.com/job/2230,16K/MTH - 25K/MTH,Beijing International Kindergarten / Preschool Eng,"Post time: July 05, 2018"
Beijing,School,LCAIS,Bachelor,Experience: Entry Level,http://www.jobleadchina.com/job/2229,16K/MTH - 25K/MTH,Beijing International Kindergarten / Preschool Eng,"Post time: July 05, 2018"
Shanghai,Consultancy/Legal/Admin,Tiandao Edu,Bachelor,Experience: Mid-Senior Level,http://www.jobleadchina.com/job/2222,15K/MTH - 16K/MTH,Part time tutor needed in shanghai,"Post time: July 03, 2018"
Guangzhou,School,ZENITH International Kindergarten,Any education,Experience: Entry Level,http://www.jobleadchina.com/job/2209,15000K/MTH - 20000K/MTH,English Teacher,"Post time: July 02, 2018"
Beijing,School,T-school,Bachelor,Experience: Executive,http://www.jobleadchina.com/job/2207,20K/MTH - 40K/MTH,Homeroom teacher for K-G2,"Post time: July 02, 2018"
Beijing,School,T-school,Bachelor,Experience: Director,http://www.jobleadchina.com/job/2206,20K/MTH - 40K/MTH,"Subject teacher for G3-G9 (English, Mathematics, S","Post time: July 02, 2018"
Shenzhen,Teaching Center,EIC Education K12,Bachelor,Experience: Associate,http://www.jobleadchina.com/job/2204,18K/MTH - 23K/MTH,Training Center ESL (3-7 years old) 80h/m,"Post time: June 30, 2018"
Wuhan,Teaching Center,Imagine Education Group,Bachelor,Experience: Executive,http://www.jobleadchina.com/job/2198,13000K/MTH - 15000K/MTH,kids English teacher,"Post time: June 30, 2018"
Beijing,School,LCAIS,Bachelor,Experience: Entry Level,http://www.jobleadchina.com/job/2197,16K/MTH - 25K/MTH,Beijing International Kindergarten / Preschool Eng,"Post time: June 29, 2018"
Shanghai,School,TLC for Kids Shanghai,Bachelor,Experience: Entry Level,http://www.jobleadchina.com/job/1429,18K/MTH - 22K/MTH,Children's English Teacher,"Post time: June 29, 2018"
Shanghai,School,TLC for Kids Shanghai,Bachelor,Experience: Entry Level,http://www.jobleadchina.com/job/1276,1K/MTH - 2K/MTH,Part-time English Teacher,"Post time: June 29, 2018"
Shanghai,School,TLC for Kids Shanghai,Bachelor,Experience: Associate,http://www.jobleadchina.com/job/1948,18K/MTH - 18K/MTH,Full-time Children's English Teacher,"Post time: June 29, 2018"
Beijing,Software,Hindawell,Any education,Experience: Entry Level,http://www.jobleadchina.com/job/2084,10000K/MTH - 20000K/MTH,English Teacher,"Post time: June 28, 2018"
Beijing,School,Teesside,Any education,Experience: Associate,http://www.jobleadchina.com/job/2195,24K/MTH - 40K/MTH,Temporary Academic English teacher,"Post time: June 28, 2018"
Others,Teaching Center,Linko,Bachelor,Experience: Associate,http://www.jobleadchina.com/job/2194,10K/MTH - 20K/MTH,"Full-time native English Teacher for kindergarten,","Post time: June 28, 2018"
Chongqing,Teaching Center,ABIE,Any education,Experience: Entry Level,http://www.jobleadchina.com/job/2192,10K/MTH - 15K/MTH,Foreign English teacher in Chongqing City,"Post time: June 28, 2018"
Others,Teaching Center,ABIE,Any education,Experience: Entry Level,http://www.jobleadchina.com/job/1705,10K/MTH - 20K/MTH,Foreign English teacher,"Post time: June 28, 2018"
Beijing,School,LCAIS,Bachelor,Experience: Entry Level,http://www.jobleadchina.com/job/2190,16K/MTH - 25K/MTH,Beijing International Kindergarten / Preschool Eng,"Post time: June 28, 2018"
Beijing,School,LCAIS,Bachelor,Experience: Entry Level,http://www.jobleadchina.com/job/2189,16K/MTH - 25K/MTH,Beijing International Kindergarten / Preschool Eng,"Post time: June 28, 2018"
Beijing,School,LCAIS,Bachelor,Experience: Entry Level,http://www.jobleadchina.com/job/2188,16K/MTH - 25K/MTH,Beijing International Kindergarten / Preschool Eng,"Post time: June 28, 2018"
Others,School,KaiYue English School,Bachelor,Experience: Entry Level,http://www.jobleadchina.com/job/2185,10K/MTH - 15K/MTH,Foreign English Teacher,"Post time: June 28, 2018"
Beijing,School,LCAIS,Bachelor,Experience: Entry Level,http://www.jobleadchina.com/job/2184,16K/MTH - 22K/MTH,Beijing International Kindergarten / Preschool Eng,"Post time: June 27, 2018"
Beijing,School,LCAIS,Bachelor,Experience: Entry Level,http://www.jobleadchina.com/job/2183,16K/MTH - 25K/MTH,Beijing International Kindergarten / Preschool Eng,"Post time: June 27, 2018"
Beijing,School,LCAIS,Bachelor,Experience: Entry Level,http://www.jobleadchina.com/job/2182,16K/MTH - 25K/MTH,Beijing International Kindergarten / Preschool Eng,"Post time: June 27, 2018"
Ningbo,Teaching Center,NINGBO SHANE,Bachelor,Experience: Associate,http://www.jobleadchina.com/job/2179,13K/MTH - 18K/MTH,FT,"Post time: June 27, 2018"
Shanghai,Teaching Center,WeTalk English,Any education,Experience: Mid-Senior Level,http://www.jobleadchina.com/job/2178,5K/MTH - 7K/MTH,Part-time Online English Teacher,"Post time: June 26, 2018"
Beijing,School,LCAIS,Bachelor,Experience: Entry Level,http://www.jobleadchina.com/job/2161,16K/MTH - 25K/MTH,Beijing International Kindergarten / Preschool Eng,"Post time: June 26, 2018"
Beijing,School,LCAIS,Bachelor,Experience: Entry Level,http://www.jobleadchina.com/job/2160,16K/MTH - 25K/MTH,Beijing International Kindergarten / Preschool Eng,"Post time: June 26, 2018"
Beijing,School,LCAIS,Bachelor,Experience: Entry Level,http://www.jobleadchina.com/job/2159,14K/MTH - 25K/MTH,Beijing International Kindergarten / Preschool Eng,"Post time: June 26, 2018"
Ningbo,Teaching Center,NINGBO SHANE,Any education,Experience: Associate,http://www.jobleadchina.com/job/2158,13K/MTH - 18K/MTH,FT,"Post time: June 26, 2018"
Beijing,Teaching Center,USKid,Bachelor,Experience: Mid-Senior Level,http://www.jobleadchina.com/job/2154,0K/MTH - 10000K/MTH,USKid online ESL teacher,"Post time: June 25, 2018"
Others,School,KaiYue English School,Bachelor,Experience: Entry Level,http://www.jobleadchina.com/job/2146,10K/MTH - 15K/MTH,Foreign English Teacher,"Post time: June 22, 2018"
Others,School,Expert International Education,Bachelor,Experience: Associate,http://www.jobleadchina.com/job/2143,14K/MTH - 18K/MTH,Urgent recruitment of ESL teacher for a public hig,"Post time: June 21, 2018"
Guangzhou,Teaching Center,Spirit Kids Royal English,Associate,Experience: Entry Level,http://www.jobleadchina.com/job/2139,14K/MTH - 17K/MTH,English Teacher,"Post time: June 20, 2018"
Beijing,Translation/Proofreading,对啊网,Bachelor,Experience: Entry Level,http://www.jobleadchina.com/job/2138,10K/MTH - 30K/MTH,Looking for Part-time teacher for video shooting,"Post time: June 20, 2018"
Beijing,Teaching Center,Geosita Educational Technology Limited Coo,Bachelor,Experience: Mid-Senior Level,http://www.jobleadchina.com/job/2137,18000K/MTH - 24000K/MTH,Internation high school needs foreign teachers in ,"Post time: June 20, 2018"
Others,School,Expert International Education,Any education,Experience: Associate,http://www.jobleadchina.com/job/2110,14K/MTH - 18K/MTH,Public High School ESL Instructor,"Post time: June 20, 2018"
Guangzhou,Teaching Center,Spirit Kids Royal English,Bachelor,Experience: Associate,http://www.jobleadchina.com/job/2136,14K/MTH - 17K/MTH,English Teacher,"Post time: June 19, 2018"
Others,School,KaiYue English School,Bachelor,Experience: Entry Level,http://www.jobleadchina.com/job/2135,10K/MTH - 15K/MTH,Foreign English Teacher,"Post time: June 19, 2018"
Guangzhou,School,Engoton Education Group,Any education,Experience: Entry Level,http://www.jobleadchina.com/job/1888,13K/MTH - 18K/MTH,Native English Teaching (NET) Opportunity in Guang,"Post time: June 19, 2018"
Chengdu,Outsourcing,Relevant,Bachelor,Experience: Associate,http://www.jobleadchina.com/job/2118,15000K/MTH - 20000K/MTH,Training school English teachers,"Post time: June 14, 2018"
Chengdu,Outsourcing,Relevant,Bachelor,Experience: Associate,http://www.jobleadchina.com/job/2117,14000K/MTH - 14000K/MTH,Training school English teachers,"Post time: June 14, 2018"
Chengdu,Outsourcing,Relevant,Bachelor,Experience: Associate,http://www.jobleadchina.com/job/2116,14000K/MTH - 15500K/MTH,Primary school English teachers,"Post time: June 14, 2018"
Chengdu,Outsourcing,Relevant,Bachelor,Experience: Associate,http://www.jobleadchina.com/job/2115,15000K/MTH - 18000K/MTH,International kindergarten English teachers,"Post time: June 14, 2018"
Guangzhou,Teaching Center,Global Education（环球雅思）,Bachelor,Experience: Associate,http://www.jobleadchina.com/job/2114,12000K/MTH - 24000K/MTH,Foreign Teacher(外教),"Post time: June 14, 2018"
Chengdu,Outsourcing,Relevant,Bachelor,Experience: Associate,http://www.jobleadchina.com/job/2113,12000K/MTH - 12000K/MTH,Kindergarten English teeachers,"Post time: June 14, 2018"
Chengdu,Outsourcing,Relevant,Bachelor,Experience: Associate,http://www.jobleadchina.com/job/2112,12000K/MTH - 15000K/MTH,Training school English teachers,"Post time: June 14, 2018"
Chengdu,Outsourcing,Relevant,Bachelor,Experience: Associate,http://www.jobleadchina.com/job/2111,11000K/MTH - 14000K/MTH,Training school English teachers,"Post time: June 14, 2018"
Shanghai,Teaching Center,New Pathway,Bachelor,Experience: Entry Level,http://www.jobleadchina.com/job/2093,16000K/MTH - 20000K/MTH,Junior Speech & Drama Teacher,"Post time: June 11, 2018"
Shenzhen,Teaching Center,New Pathway,Bachelor,Experience: Entry Level,http://www.jobleadchina.com/job/2092,16000K/MTH - 20000K/MTH,Junior Speech & Drama Teacher,"Post time: June 11, 2018"
Shanghai,Teaching Center,New Pathway,Bachelor,Experience: Entry Level,http://www.jobleadchina.com/job/2091,16000K/MTH - 20000K/MTH,ELA English Language Arts Teacher,"Post time: June 11, 2018"
Shanghai,Teaching Center,New Pathway,Bachelor,Experience: Entry Level,http://www.jobleadchina.com/job/2090,16000K/MTH - 20000K/MTH,SAT Teacher,"Post time: June 11, 2018"
Shenzhen,Teaching Center,New Pathway,Bachelor,Experience: Mid-Senior Level,http://www.jobleadchina.com/job/2089,20000K/MTH - 25000K/MTH,Head Teacher (Junior Speech & Drama Teaching) ,"Post time: June 11, 2018"
Ningbo,Others,NINGBO ZHEWAI HUMAN RESOURCES SERVICE CO.,Bachelor,Experience: Mid-Senior Level,http://www.jobleadchina.com/job/2088,10K/MTH - 11K/MTH,TEFL/ESL Teaching Position with EF Ningbo,"Post time: June 11, 2018"
Beijing,School,LCAIS,Bachelor,Experience: Entry Level,http://www.jobleadchina.com/job/2073,18K/MTH - 25K/MTH,Beijing International Kindergarten / Preschool Eng,"Post time: June 07, 2018"
Beijing,School,LCAIS,Bachelor,Experience: Entry Level,http://www.jobleadchina.com/job/2072,18K/MTH - 25K/MTH,Beijing International Kindergarten / Preschool Eng,"Post time: June 07, 2018"
Beijing,School,LCAIS,Bachelor,Experience: Entry Level,http://www.jobleadchina.com/job/2071,18K/MTH - 25K/MTH,Beijing International Kindergarten / Preschool Eng,"Post time: June 07, 2018"
Others,Teaching Center,Spirit Kids Royal English,Any education,Experience: Associate,http://www.jobleadchina.com/job/2068,14K/MTH - 16K/MTH,English Teacher,"Post time: June 07, 2018"
Guangzhou,Teaching Center,Spirit Kids Royal English,Any education,Experience: Mid-Senior Level,http://www.jobleadchina.com/job/2067,14K/MTH - 20K/MTH,English teacher,"Post time: June 07, 2018"
Shenzhen,School,Cernet Education,Bachelor,Experience: Associate,http://www.jobleadchina.com/job/2065,15K/MTH - 18K/MTH,High School ESL Teacher ,"Post time: June 06, 2018"
Shenzhen,Teaching Center,New Pathway,Bachelor,Experience: Mid-Senior Level,http://www.jobleadchina.com/job/2064,16000K/MTH - 25000K/MTH,Junior Speech & Drama Teaching ,"Post time: June 05, 2018"
Shanghai,Teaching Center,New Pathway,Bachelor,Experience: Mid-Senior Level,http://www.jobleadchina.com/job/2063,16000K/MTH - 25000K/MTH,Academic Teacher,"Post time: June 05, 2018"
Qingdao,School,First Stop Professionals ,Bachelor,Experience: Entry Level,http://www.jobleadchina.com/job/2040,15000K/MTH - 18000K/MTH,"Primay school in Qingdao, weekends off","Post time: June 01, 2018"
Beijing,School,LCAIS,Bachelor,Experience: Entry Level,http://www.jobleadchina.com/job/2039,18K/MTH - 25K/MTH,Beijing International Kindergarten / Preschool Eng,"Post time: June 01, 2018"
Beijing,School,LCAIS,Bachelor,Experience: Entry Level,http://www.jobleadchina.com/job/2038,18K/MTH - 25K/MTH,Beijing International Kindergarten / Preschool Eng,"Post time: June 01, 2018"
Beijing,School,LCAIS,Bachelor,Experience: Entry Level,http://www.jobleadchina.com/job/2037,18K/MTH - 25K/MTH,Beijing International Kindergarten / Preschool Eng,"Post time: June 01, 2018"
Beijing,School,LCAIS,Bachelor,Experience: Entry Level,http://www.jobleadchina.com/job/2034,18K/MTH - 25K/MTH,Beijing International Kindergarten / Preschool Eng,"Post time: May 31, 2018"
Beijing,School,LCAIS,Bachelor,Experience: Entry Level,http://www.jobleadchina.com/job/2033,18K/MTH - 25K/MTH,Beijing International Kindergarten / Preschool Eng,"Post time: May 31, 2018"
Beijing,School,LCAIS,Bachelor,Experience: Entry Level,http://www.jobleadchina.com/job/2032,18K/MTH - 25K/MTH,Beijing International Kindergarten / Preschool Eng,"Post time: May 31, 2018"
Qingdao,School,First Stop Professionals ,Bachelor,Experience: Mid-Senior Level,http://www.jobleadchina.com/job/2018,28K/MTH - 50K/MTH,Licensed primary school teacher ,"Post time: May 30, 2018"
Beijing,Teaching Center,ASDAN China,Bachelor,Experience: Executive,http://www.jobleadchina.com/job/811,4K/MTH - 15K/MTH,ASDAN China Internship,"Post time: May 30, 2018"
Beijing,School,LCAIS,Bachelor,Experience: Entry Level,http://www.jobleadchina.com/job/2006,18K/MTH - 25K/MTH,Beijing International Kindergarten / Preschool Eng,"Post time: May 30, 2018"
Beijing,School,LCAIS,Bachelor,Experience: Entry Level,http://www.jobleadchina.com/job/2005,18K/MTH - 25K/MTH,Beijing International Kindergarten / Preschool Eng,"Post time: May 30, 2018"
Beijing,School,LCAIS,Bachelor,Experience: Entry Level,http://www.jobleadchina.com/job/2004,18K/MTH - 25K/MTH,Beijing International Kindergarten / Preschool Eng,"Post time: May 30, 2018"
Others,School,HeNan Liyun,Bachelor,Experience: Entry Level,http://www.jobleadchina.com/job/2000,14K/MTH - 15K/MTH,Full time ESL teacher in Education Group training ,"Post time: May 29, 2018"
Hangzhou,Teaching Center,Zhejiang Wenhe,Any education,Experience: Mid-Senior Level,http://www.jobleadchina.com/job/1655,8K/MTH - 26K/MTH,"Teaching in Public Schools in Hangzhou, China","Post time: May 29, 2018"
Beijing,Teaching Center,100教育,Any education,Experience: Mid-Senior Level,http://www.jobleadchina.com/job/1981,15K/MTH - 25K/MTH,Curriculum Development Specialist,"Post time: May 28, 2018"
Nanjing,Consultancy/Legal/Admin,China Interntrip,Any education,Experience: Associate,http://www.jobleadchina.com/job/1362,12K/MTH - 20K/MTH,ESL Teachers Wanted for Teenager English Training ,"Post time: May 28, 2018"
Ningbo,Others,NINGBO ZHEWAI HUMAN RESOURCES SERVICE CO.,Bachelor,Experience: Mid-Senior Level,http://www.jobleadchina.com/job/1983,12K/MTH - 13K/MTH,English Teacher for kids,"Post time: May 28, 2018"
Shanghai,Teaching Center,Linko,Bachelor,Experience: Mid-Senior Level,http://www.jobleadchina.com/job/1977,4800K/MTH - 9600K/MTH,Part-time Native English Teacher needed in Shangha,"Post time: May 24, 2018"
Beijing,School,LCAIS,Bachelor,Experience: Entry Level,http://www.jobleadchina.com/job/1970,14K/MTH - 20K/MTH,Shandong International Kindergarten / Preschool En,"Post time: May 22, 2018"
Beijing,School,LCAIS,Bachelor,Experience: Entry Level,http://www.jobleadchina.com/job/1971,14K/MTH - 20K/MTH,Shandong International Kindergarten / Preschool En,"Post time: May 22, 2018"
Beijing,School,LCAIS,Bachelor,Experience: Entry Level,http://www.jobleadchina.com/job/1969,18K/MTH - 25K/MTH,Beijing International Kindergarten / Preschool Eng,"Post time: May 22, 2018"
Others,Software,English Corner Live,Any education,Experience: Entry Level,http://www.jobleadchina.com/job/1919,3K/MTH - 4K/MTH,Part-time ESL teacher,"Post time: May 22, 2018"
Qingdao,School,First Stop Professionals ,Bachelor,Experience: Mid-Senior Level,http://www.jobleadchina.com/job/1968,18000K/MTH - 23000K/MTH,"Kindergarten teaching job in Qingdao, high salary","Post time: May 21, 2018"
Others,School,Zhengzhou YunGon,Bachelor,Experience: Entry Level,http://www.jobleadchina.com/job/1966,12K/MTH - 14K/MTH,ESL teachers for primary schools,"Post time: May 21, 2018"
Others,Teaching Center,Suzhou RISE Immersion Subject English,Bachelor,Experience: Entry Level,http://www.jobleadchina.com/job/1963,12K/MTH - 18K/MTH,English Teacher,"Post time: May 19, 2018"
Chengdu,Teaching Center,ABIE,Bachelor,Experience: Entry Level,http://www.jobleadchina.com/job/1962,15K/MTH - 20K/MTH,Foreign English Teacher,"Post time: May 18, 2018"
Beijing,School,LCAIS,Bachelor,Experience: Entry Level,http://www.jobleadchina.com/job/1961,18K/MTH - 25K/MTH,Kindergarten / Preschool English Teachers Wanted,"Post time: May 18, 2018"
Beijing,School,LCAIS,Bachelor,Experience: Entry Level,http://www.jobleadchina.com/job/1958,18K/MTH - 25K/MTH,Kindergarten / Preschool English Teachers Wanted,"Post time: May 17, 2018"
Beijing,School,LCAIS,Bachelor,Experience: Entry Level,http://www.jobleadchina.com/job/1957,18K/MTH - 25K/MTH,Kindergarten / Preschool English Teachers Wanted,"Post time: May 17, 2018"
Beijing,School,LCAIS,Bachelor,Experience: Entry Level,http://www.jobleadchina.com/job/1956,18K/MTH - 25K/MTH,Kindergarten / Preschool English Teachers Wanted,"Post time: May 17, 2018"
Beijing,School,LCAIS,Bachelor,Experience: Entry Level,http://www.jobleadchina.com/job/1955,18K/MTH - 25K/MTH,Kindergarten / Preschool English Teachers Wanted,"Post time: May 17, 2018"
Beijing,School,LCAIS,Bachelor,Experience: Entry Level,http://www.jobleadchina.com/job/1954,18K/MTH - 25K/MTH,Kindergarten / Preschool English Teachers Wanted,"Post time: May 17, 2018"
Others,Teaching Center,smileabc,Any education,Experience: Associate,http://www.jobleadchina.com/job/1940,10K/MTH - 15K/MTH,English online teacher,"Post time: May 17, 2018"
Shenzhen,Teaching Center,Snow,Bachelor,Experience: Mid-Senior Level,http://www.jobleadchina.com/job/1941,15000K/MTH - 20000K/MTH,ESL Teacher,"Post time: May 16, 2018"
Shanghai,Teaching Center,ABIE American baby international English,Bachelor,Experience: Entry Level,http://www.jobleadchina.com/job/1934,18K/MTH - 20K/MTH,English teacher,"Post time: May 11, 2018"
Beijing,Consultancy/Legal/Admin,D&K Management Consulting,Any education,Experience: Entry Level,http://www.jobleadchina.com/job/1925,18K/MTH - 31K/MTH,Ski Instructor ,"Post time: May 10, 2018"
Beijing,School,LCAIS,Bachelor,Experience: Entry Level,http://www.jobleadchina.com/job/1913,18K/MTH - 25K/MTH,Kindergarten / Preschool English Teachers Wanted,"Post time: May 09, 2018"
Beijing,School,LCAIS,Bachelor,Experience: Entry Level,http://www.jobleadchina.com/job/1912,18K/MTH - 25K/MTH,Kindergarten / Preschool English Teachers Wanted,"Post time: May 09, 2018"
Beijing,School,LCAIS,Bachelor,Experience: Entry Level,http://www.jobleadchina.com/job/1911,18K/MTH - 25K/MTH,Kindergarten / Preschool English Teachers Wanted,"Post time: May 09, 2018"
Beijing,School,LCAIS,Bachelor,Experience: Entry Level,http://www.jobleadchina.com/job/1909,18K/MTH - 25K/MTH,Kindergarten / Preschool English Teachers Wanted,"Post time: May 08, 2018"
Beijing,School,LCAIS,Bachelor,Experience: Entry Level,http://www.jobleadchina.com/job/1907,18K/MTH - 25K/MTH,Kindergarten / Preschool English Teachers Wanted,"Post time: May 08, 2018"
Others,Teaching Center,Yizhao Education,Bachelor,Experience: Associate,http://www.jobleadchina.com/job/1903,6000K/MTH - 18000K/MTH,"Qualified Foreign Teachers Wanted in China, salary","Post time: May 07, 2018"
Beijing,Teaching Center,USKid,Bachelor,Experience: Mid-Senior Level,http://www.jobleadchina.com/job/1898,0K/MTH - 10000K/MTH,USKid online teacher,"Post time: May 07, 2018"
Others,School,Zhongsheng Education Information Consulting Co. Lt,Bachelor,Experience: Mid-Senior Level,http://www.jobleadchina.com/job/1895,6K/MTH - 16K/MTH,ESL Teachers wanted in China,"Post time: May 04, 2018"
Beijing,Teaching Center,Geosita Educational Technology Limited Coo,Bachelor,Experience: Associate,http://www.jobleadchina.com/job/1893,15000K/MTH - 22000K/MTH, National chain-like education center now recruiti,"Post time: May 04, 2018"
Beijing,Consultancy/Legal/Admin,JingJobs,Bachelor,Experience: Entry Level,http://www.jobleadchina.com/job/1891,20K/MTH - 30K/MTH,Student Recruitment Officer at China Admissions,"Post time: May 03, 2018"
Beijing,Teaching Center,Sincewin Education Company,Any education,Experience: Entry Level,http://www.jobleadchina.com/job/1890,10K/MTH - 16K/MTH,Online English teacher,"Post time: May 03, 2018"
Beijing,School,LCAIS,Any education,Experience: Entry Level,http://www.jobleadchina.com/job/705,18K/MTH - 25K/MTH,Preschool / Kindergarten English teacher,"Post time: April 28, 2018"
Beijing,School,LCAIS,Any education,Experience: Entry Level,http://www.jobleadchina.com/job/1831,18K/MTH - 25K/MTH,Kindergarten / Preschool English Teachers Wanted,"Post time: April 28, 2018"
Beijing,School,LCAIS,Any education,Experience: Entry Level,http://www.jobleadchina.com/job/1830,18K/MTH - 25K/MTH,Kindergarten / Preschool English Teachers Wanted,"Post time: April 28, 2018"
Beijing,School,LCAIS,Any education,Experience: Entry Level,http://www.jobleadchina.com/job/1532,18K/MTH - 25K/MTH,Preschool / Kindergarten English teacher,"Post time: April 28, 2018"
Shanghai,Others,翌凌,Any education,Experience: Mid-Senior Level,http://www.jobleadchina.com/job/1718,15K/MTH - 17K/MTH,Training Center English Teaching ,"Post time: April 28, 2018"
Shanghai,Others,翌凌,Any education,Experience: Mid-Senior Level,http://www.jobleadchina.com/job/1808,15K/MTH - 18K/MTH,women swimming coaches and Karate instructors,"Post time: April 28, 2018"
Others,School,Wanfu Edu,Bachelor,Experience: Associate,http://www.jobleadchina.com/job/1874,10K/MTH - 20K/MTH,Full time English Teacher,"Post time: April 28, 2018"
Chengdu,Teaching Center,Drama English Theatre,Any education,Experience: Mid-Senior Level,http://www.jobleadchina.com/job/1871,12K/MTH - 20K/MTH,Fun ESL Teaching in Chengdu,"Post time: April 28, 2018"
Hangzhou,School,Yungu School,Bachelor,Experience: Associate,http://www.jobleadchina.com/job/1861,20K/MTH - 30K/MTH,English Speaking PE Teacher,"Post time: April 24, 2018"
Hangzhou,School,Yungu School,Bachelor,Experience: Associate,http://www.jobleadchina.com/job/1860,20K/MTH - 30K/MTH,English Speaking Music Teacher,"Post time: April 24, 2018"
Hangzhou,School,Yungu School,Bachelor,Experience: Associate,http://www.jobleadchina.com/job/1859,20K/MTH - 30K/MTH,English Speaking Art Teacher,"Post time: April 24, 2018"
Hangzhou,School,Yungu School,Bachelor,Experience: Associate,http://www.jobleadchina.com/job/1858,20K/MTH - 30K/MTH,Native English Speaking Teacher for ESL,"Post time: April 24, 2018"
Hangzhou,School,Yungu School,Bachelor,Experience: Associate,http://www.jobleadchina.com/job/1857,20K/MTH - 30K/MTH,Kindergarten Class Teacher-Native English Speaking,"Post time: April 24, 2018"
Beijing,Consultancy/Legal/Admin,JingJobs,Bachelor,Experience: Entry Level,http://www.jobleadchina.com/job/1844,12K/MTH - 14K/MTH,Young Learner's Instructor at Shang Learning,"Post time: April 21, 2018"
Beijing,Consultancy/Legal/Admin,JingJobs,Bachelor,Experience: Entry Level,http://www.jobleadchina.com/job/1843,20K/MTH - 25K/MTH,Academic Director at Shang Learning,"Post time: April 21, 2018"
Beijing,Teaching Center,USKid,Bachelor,Experience: Mid-Senior Level,http://www.jobleadchina.com/job/1837,0K/MTH - 10000K/MTH,USKid online teacher,"Post time: April 20, 2018"
Beijing,Teaching Center,USKid,Bachelor,Experience: Mid-Senior Level,http://www.jobleadchina.com/job/1833,0K/MTH - 10000K/MTH,USKid online teacher,"Post time: April 19, 2018"
Others,Teaching Center,HENAN PARENT-CHILD TRIP,Any education,Experience: Mid-Senior Level,http://www.jobleadchina.com/job/1612,1K/MTH - 3K/MTH,English Teacher,"Post time: April 18, 2018"
Others,Teaching Center,HENAN PARENT-CHILD TRIP,Any education,Experience: Mid-Senior Level,http://www.jobleadchina.com/job/1613,1K/MTH - 3K/MTH,English Teacher for South Afican,"Post time: April 18, 2018"
Hangzhou,Consultancy/Legal/Admin,D&K Management Consulting,Bachelor,Experience: Entry Level,http://www.jobleadchina.com/job/1815,30K/MTH - 31K/MTH,Physics/ accounting/ maths/ English/ Chemistry Tea,"Post time: April 12, 2018"
Beijing,Teaching Center,Chuantong,Any education,Experience: Entry Level,http://www.jobleadchina.com/job/1811,20K/MTH - 23K/MTH,English Teachers in China,"Post time: April 11, 2018"
Beijing,Teaching Center,Maxen International Education,Any education,Experience: Associate,http://www.jobleadchina.com/job/1797,17K/MTH - 20K/MTH,English Teacher,"Post time: April 11, 2018"
Shanghai,Consultancy/Legal/Admin,JingJobs,Bachelor,Experience: Associate,http://www.jobleadchina.com/job/1802,20K/MTH - 28K/MTH,Leep Teacher at Sanli International,"Post time: April 09, 2018"
Shanghai,Teaching Center,USA League,Bachelor,Experience: Associate,http://www.jobleadchina.com/job/1799,17K/MTH - 30K/MTH,English Teacher,"Post time: April 08, 2018"
Hangzhou,School,Hangzhou Zhejiang University Helen China TEFL Netw,Any education,Experience: Mid-Senior Level,http://www.jobleadchina.com/job/1796,8K/MTH - 10K/MTH,Teach in Jiangxi  YingTan Vocational and Technical,"Post time: April 08, 2018"
Hangzhou,School,Hangzhou Zhejiang University Helen China TEFL Netw,Any education,Experience: Mid-Senior Level,http://www.jobleadchina.com/job/1793,12K/MTH - 25K/MTH,"Teach in Public Schools in Hangzhou and Zhejiang, ","Post time: April 08, 2018"
Others,Teaching Center,Wellington Qinghai,Bachelor,Experience: Mid-Senior Level,http://www.jobleadchina.com/job/1795,8K/MTH - 10K/MTH,English teacher,"Post time: April 05, 2018"
Beijing,Outsourcing,Fruits Space,Bachelor,Experience: Entry Level,http://www.jobleadchina.com/job/1794,11K/MTH - 20K/MTH,ENGLISH DRAMA TEACHERS & FOREIGN ENGLISH TEACHERS,"Post time: April 04, 2018"
Xi'an,Consultancy/Legal/Admin,UE ,Bachelor,Experience: Executive,http://www.jobleadchina.com/job/1790,15K/MTH - 20K/MTH,Kindergarten English Teacher,"Post time: April 02, 2018"
Beijing,School,Imagine Preschool,Bachelor,Experience: Associate,http://www.jobleadchina.com/job/1787,15K/MTH - 23K/MTH,English teachers for International schools,"Post time: March 30, 2018"
Beijing,School,51Laoy,Bachelor,Experience: Associate,http://www.jobleadchina.com/job/1780,16K/MTH - 20K/MTH,Native English teacher are wanted!(16k-20k) ,"Post time: March 29, 2018"
Others,Teaching Center,V-Ron International English,Bachelor,Experience: Associate,http://www.jobleadchina.com/job/1769,13K/MTH - 16K/MTH,English teaching position with good salary and ben,"Post time: March 27, 2018"
Others,Teaching Center,V-Ron International English,Bachelor,Experience: Associate,http://www.jobleadchina.com/job/1768,13K/MTH - 16K/MTH,English teaching position with good salary and ben,"Post time: March 27, 2018"
Others,School,MOD'ART SHANGHAI,Any education,Experience: Entry Level,http://www.jobleadchina.com/job/1749,0K/MTH - 1K/MTH,Freelance Fashion Article Writer,"Post time: March 22, 2018"
Tianjin,Teaching Center,Webi English School,Bachelor,Experience: Entry Level,http://www.jobleadchina.com/job/1748,16K/MTH - 18K/MTH,ESL teacher,"Post time: March 22, 2018"
